search query,article date,article title,article summary
hurricane irene,2011-09-08T00:00:00Z,"In Congress, Storm Relief Is Grist for Dispute",Proposals regarding federal aid after Hurricane Irene have touched off a political storm over whether other programs should be cut to offset the cost.
hurricane irene,2011-09-02T17:08:16Z,Cuomo Faults Utilities on Slow Return of Power on L.I.,"With 66,000 customers still lacking power as of Friday afternoon, the governor said that the Long Island Power Authority needed to put the screws to National Grid, which runs its electric system."
hurricane irene,2011-09-05T00:00:00Z,"City Learns Lessons From the Storm, Many of Them the Hard Way","Changes both large and small will be made to the way New York City responds to hurricane emergencies in the future, officials say."
hurricane irene,2011-09-02T13:36:24Z,StellaService Revises Airlines' Hurricane Grades,Some big airlines' response time to Twitter inquiries during Hurricane Irene were better than a survey initially reported.
hurricane irene,2011-09-03T00:00:00Z,"A Time of Drenching Rain, Gusting Wind and Peculiar Crimes",Crimes committed during Tropical Storm Irene — however minor — carried the unique marks of the rough weather.
hurricane irene,2011-09-12T08:31:21Z,Poll Finds Bloomberg Weathering the Storms,"In a poll released Monday morning, New Yorkers gave the mayor high marks for handling Tropical Storm Irene and do not seem to have been bothered by his handling of the arrest of a deputy mayor. Mr. Bloomberg's approval numbers are 15 points higher..."
hurricane irene,2011-09-05T00:00:00Z,"In New Jersey, Obama Vows Federal Help, Not Washington Politics","As the president surveyed the damage, he was greeted by cheers and one person with a sign that pleaded, “Help Us.”"
hurricane irene,2011-09-02T01:30:08+0000,Eric and Irene,"Representative Eric Cantor, the House majority leader, wants any aid for Hurricane Irene victims to be offset by cuts in other spending. He had other ideas in 2004 when Gaston hit his state."
hurricane irene,2011-09-02T00:00:00Z,Relief in Vermont Towns as Crews Make Inroads,"Crude roads that can be traversed by all-terrain and four-wheel-drive vehicles have finally allowed aid, supplies and repair crews to reach towns isolated by this week’s flooding."
hurricane irene,2011-09-01T18:24:52Z,Clintons Hunkered Down in East Hampton as Irene Passed By,"Often guests in the area, this summer they put down temporary roots in a 1920 cottage. As long as there was power in the kitchen and phone service, Hillary said, they ""weren't going anywhere."""
hurricane irene,2011-09-20T17:25:23Z,"Response to Tropical Storm Irene Cost $55 Million, City Says",That estimate comes as the city prepares to apply for federal aid related to the storm.
hurricane irene,2011-09-07T15:17:49Z,The Tragic Legacy of Irene,Farmers in New York and Vermont discuss the devastation wrought on their livelihoods by Hurricane Irene.
hurricane irene,2011-09-06T00:00:00Z,"In a Storm&#8217;s Wake, Bracing for More Rain","As New York, New Jersey and Connecticut continue trying to dry out from Tropical Storm Irene, the remnants of another such storm, Lee, appear headed for the Northeast."
hurricane irene,2011-09-02T00:00:00Z,Stormy Weather for a Utility Merger,"After Irene left 220,000 without power in Connecticut, it may be harder to persuade regulators of the virtues of a utility merger."
hurricane irene,2011-09-09T13:53:59Z,Mean Irene,"A Vermont farmer discusses Hurricane Irene's effect on her work, and on rescuing her crops in time to feed her customers."
hurricane irene,2011-09-23T14:56:11Z,Links: The Week in Food,What we’re reading this week.
hurricane irene,2011-09-21T00:00:00Z,"In Waning Hours of Storm, a Crisis Not of Its Making","A tale of a police chase, an abandoned pocketbook and an officer in trouble, as Hurricane Irene hits Pawtucket, R.I."
hurricane irene,2011-09-02T14:40:54Z,Small Subtractions and Big Addition at Puck Building,"Something is missing atop the landmark Puck Building in Manhattan, but something bigger will come to the same spot."
hurricane irene,2011-09-02T00:00:00Z,"In Parks and on Streets, a Toll of Thousands of Trees","The parks department estimated that 1,200 to 1,500 trees on the city’s streets were knocked down by the storm."
hurricane irene,2011-09-20T13:05:33Z,Stop-Gap Bill Tied Up Over Disaster Aid Feud,The House and Senate are headed for a showdown over a short-term bill to fund the government because of a disagreement over disaster relief funding.
hurricane irene,2011-09-04T00:00:00Z,A Wedding Crasher Named Irene,"At the ceremony site in Chadds Ford, Pa., the lights flickered, the music stopped, and the dancers stood still."
hurricane irene,2011-09-21T00:00:00Z,Dispute on Disaster Aid Threatens Bill to Avert Government Shutdown,A dispute between the House and Senate over money for disaster relief is threatening a short-term bill to finance the government after Sept. 30.
hurricane irene,2011-09-13T15:12:08Z,Senate Tries Again on Disaster Aid,A proposal would provide $5.1 billion more for the Federal Emergency Management Agency.
hurricane irene,2011-09-01T00:00:00Z,"In the Adirondacks, Storm-Battered and Cut Off",Residents of this part of upstate New York thought they knew all the extremes that weather could heap on them. Then came Tropical Storm Irene.
hurricane irene,2011-09-02T00:00:00Z,"For the Governor of Vermont, a Crash Course in Disaster Management","Gov. Peter Shumlin of Vermont, a state unaccustomed to disasters, faces a complicated and costly recovery effort that could well be the defining issue of his governorship."
hurricane irene,2011-09-18T00:00:00Z,Storm Left Some Buyers in the Dark,"Those buying, selling or moving were especially stressed by Tropical Storm Irene — some had to postpone closings, others removed listings from the market."
hurricane irene,2011-09-07T00:00:00Z,G.O.P. Legislators Balk at a Call to Tie Storm Aid to Budget Cuts,The House majority leader has suggested that disaster aid must be offset by an equal amount in spending cuts. But representatives of affected areas reject that position.
hurricane irene,2011-09-05T00:00:00Z,Radio D.J. in the Catskills Offered a Lifeline During the Storm,"When the power went down across wide swaths of the Catskills during Tropical Storm Irene, Big Jay Fink was on the air."
hurricane irene,2011-09-26T00:00:00Z,Flood Victims Getting Fed Up With Congress,"TUNKHANNOCK, Pa. -- Standing in the living room of their house, now full of mud, slime and debris, Helen and Peter Kelly cannot believe that Congress is bickering over disaster aid to people like them.     The roaring waters of the Susquehanna Riv..."
hurricane irene,2011-09-12T02:46:41+0000,Just Try Topping This ‘When I Was Your Age’ Tale,Students in Vermont can honestly say they had to journey through a forest and across a mountain to get to school every day.
hurricane irene,2011-09-28T00:00:00Z,"Instead of Waiting for Storm Aid, Going Online in a Do-It-Yourself Movement","In regions hit hard by Tropical Storm Irene, residents are using new media to search for instant financial aid."
hurricane irene,2011-09-21T04:09:45Z,"Sept. 21, 1938 | Giant Hurricane Lashes Long Island and New England","On Sept. 21, 1938, a giant hurricane roared up the Eastern seaboard, causing extensive damage and loss of life on Long Island and much of New England, not relenting until it had crossed into Canada."
hurricane irene,2011-09-21T04:09:45Z,"Sept. 21, 1938 | Giant Hurricane Lashes Long Island and New England","On Sept. 21, 1938, a giant hurricane roared up the Eastern seaboard, causing extensive damage and loss of life on Long Island and much of New England, not relenting until it had crossed into Canada."
hurricane irene,2011-09-01T03:56:40+0000,Northeast Ravaged by Flooding,"Four days after Tropical Storm Irene, towns near the Passaic River in New Jersey struggled with flooding while wide swaths of the Northeast were still without power."
hurricane irene,2011-09-01T01:13:53+0000,"Covered Bridges, Beloved Remnants of Another Era, Were Casualties, Too",Bridge buffs watched in horror as antique covered bridges were damaged or swept away in the floods caused by Hurricane Irene.
hurricane irene,2011-09-15T16:45:01Z,Metro-North's Port Jervis Line Slowly Returns,"After the line's tracks were wiped away by Tropical Storm Irene, the M.T.A. has been able to restore a section of them. Combined with buses, N.J. Transit and PATH, a commuter can reach the city."
hurricane irene,2011-09-08T00:00:00Z,More Rain Worries Areas Hit Hard by Tropical Storm Irene,Areas struggling to recover from last month’s tropical storm are preparing for the potential of renewed flooding.
hurricane irene,2011-09-04T00:00:00Z,New Dramas on the Hill (and a Few Reruns),"As Congress returns to work this week, watch for some maneuvers on Capitol Hill."
hurricane irene,2011-09-02T12:14:13Z,Cuomo Calls for Volunteers to Clean Up After Irene,"The program, ""Labor for Your Neighbor,"" is set for Sunday and Monday in the Schoharie Valley, Catskills and North Country, and will be overseen by the National Guard and the state's Office of Emergency Management."
hurricane irene,2011-09-05T00:00:00Z,Vermont Turns Out for Its Dairies as They Take Stock and Dig Out,"Even after the Vermont floodwaters receded, the crisis continued for the state’s dairy farmers as they counted their losses and struggled to take care of the animals that survived."
hurricane irene,2011-09-03T00:00:00Z,Battered Vermont Looks First to Its Roads,There may be no challenge more daunting — or vital to solve — than repairing and reopening the hundreds of roads and dozens of bridges that Irene knocked out.
hurricane irene,2011-09-10T00:00:00Z,Flooding Persists in Southern Tier of New York,Areas along the border with Pennsylvania are still dealing with rivers swollen by the remnants of Tropical Storm Lee.
hurricane irene,2011-09-03T00:00:00Z,"Nearly Week Later, Thousands in Region Still Lack Clean Water","Across the New York region, people are carting plastic jugs, soda bottles and any handy receptacle to water filling stations."
hurricane irene,2011-09-07T15:17:49Z,The Tragic Legacy of Irene,Farmers in New York and Vermont discuss the devastation wrought on their livelihoods by Hurricane Irene.
hurricane irene,2011-09-22T00:00:00Z,"Even Without Its Bar, Catskill Tavern Still Serves Flood-Bruised Town","Since Tropical Storm Irene did its damage, the owner of Prattsville Tavern, Ken Cox, has been rebuilding and giving some regulars a place to stay."
hurricane irene,2011-09-02T01:34:57+0000,Port Jervis Train Line Will Take Months to Repair,"The 2,300 weekday commuters on the Metro-North Railroad’s Port Jervis line relish the peaceful ride, which has been disrupted by Tropical Storm Irene’s destruction."
hurricane irene,2011-09-02T00:00:00Z,Manor That Has Stood for Centuries Teeters in Storm’s Wake,"Water from Tropical Storm Irene seemed to take dead aim on the Guy Park Manor in Amsterdam, N.Y., and all its valuable contents."
hurricane irene,2011-09-28T00:00:00Z,Flooded Farmers Learn to Be Creative,"Their livelihood swallowed by Tropical Storm Irene, many Hudson Valley farmers have had to use their ingenuity and draw on the good will of their customers."
hurricane irene,2011-09-04T00:00:00Z,"Amid Mud and Floods, Push to Restore Power",Homeowners and businesses cleared out muck from flooding in the New York region as a lack of power persisted for some customers after Tropical Storm Irene.
hurricane irene,2011-09-01T07:00:14Z,"After Tropical Storm Irene, a Bounty for Birdwatchers",Tropical Storm Irene was a windfall to one particular group of hobbyists: birders who are spotting birds almost never seen in New York that have been blown off course by the storm.
hurricane irene,2011-09-18T00:00:00Z,A Stormy Housewarming,"For some new homeowners, Tropical Storm Irene was a confidence builder. Their houses, inland and on the water, weathered the storm in fine shape."
hurricane irene,2011-09-13T00:00:00Z,Fast-Track for Disaster Aid Is Blocked,Republicans blocked an effort Monday by Senate Democrats to quickly pass a $7 billion aid package for victims of recent natural disasters.
hurricane irene,2011-09-16T19:08:23Z,Driving the Saab 9-4X,"The editor of the Automobiles section reflects on his time behind the wheel of the Saab S.U.V., which is reviewed in this weekend's paper."
hurricane irene,2011-09-24T00:00:00Z,"Tropical Storm Is Long Gone, but an Evacuation Still Holds",Some residents of the Villa Charlotte Bronte in the Bronx who were exiled during Tropical Storm Irene are being told they cannot move back until they prove the building rests on solid ground.
hurricane irene,2011-09-02T00:00:00Z,Power Out to Hundreds of Thousands Around New York,"By Thursday evening, some 378,000 customers remained without electricity in New Jersey, Connecticut and Westchester County and on Long Island."
hurricane irene,2011-09-02T18:05:24Z,The Week in Pictures for Sept. 2,"Here is a slide show of photographs from the past week in New York City and the region. Subjects include dogs in bars, a dinner in white, and Tropical Storm Irene."
hurricane irene,2011-09-01T21:26:58Z,Aerial View of Beaches Shows More Danger Than Damage,"Tropical Storm Irene's toll in coastal areas of Brooklyn and Long Island was more a matter of weakening than of erasing, but without restoration, the coastline could be devastated by future storms."
hurricane irene,2011-09-06T12:16:16Z,Coping With a Natural Disaster,Vince Morvillo of Sea Lake Yachts shares his tips for coping with an environmental disaster.
hurricane irene,2011-09-03T17:29:08+0000,The Week’s Business News in Pictures,"In news around the nation last week, airports reopened in the Northeast after Hurricane Irene, the head of the National Labor Relations Board stepped down in Washington and a solar power company in California filed for bankruptcy, solidifying Chin..."
hurricane irene,2011-09-02T15:28:33Z,"After Irene, a Recovering New England","Roads and attractions are being repaired, and New England businesses are imploring travelers to keep the region in their fall itineraries."
hurricane irene,2011-09-03T00:00:00Z,Corrections,"An article on Friday about the new challenges facing Gov. Peter Shumlin of Vermont in the aftermath of Hurricane Irene described incorrectly the location of Vermont Yankee, a nuclear power plant that Mr. Shumlin wants shut down. It is in the south..."
hurricane irene,2011-09-05T00:00:00Z,Corrections,"FRONT PAGE     An article in some editions on Wednesday about the high financial costs that could arise from Hurricane Irene misspelled the given name of the Connecticut governor, who noted that the damage was massive in scope. He is Dannel P. Mal..."
hurricane irene,2011-09-01T00:00:00Z,Corrections,An article on Monday about evacuations of infirm people as Hurricane Irene headed toward New York City misidentified the Queens neighborhood from which residents of Promenade Rehabilitation and Health Care Center were evacuated. It is Rockaway Par...
hurricane irene,2011-09-02T15:28:33Z,"After Irene, a Recovering New England","Roads and attractions are being repaired, and New England businesses are imploring travelers to keep the region in their fall itineraries."
hurricane irene,2011-09-16T00:00:00Z,Senate Sends Disaster Aid Measure to House,"The Democratic-led Senate sent the House a measure to finance disaster aid by twice as much as the House wants to spend, laying the groundwork for another political showdown."
hurricane irene,2011-09-08T00:00:00Z,The Battery-Saving Tips a Family Learned From Irene,"With smartphones so important after the electricity failed, conserving battery power was vital during the storm."
hurricane irene,2011-09-17T17:34:56Z,Reads & Reactions,"Romney's strategy, Pennsylvania plans, special election tea leaves and hurricane-centered media criticism. Also, a special edition of Reads."
hurricane irene,2011-09-04T00:00:00Z,CORRECTION,"A report last Sunday about the wedding of Julia Kiechel and Harold Birnbaum included an outdated reference to the date and location. Because of Hurricane Irene, they were married on Aug. 26 at the Modern, a restaurant at the Museum of Modern Art, ..."
hurricane irene,2011-09-05T00:00:00Z,"On Flood Plain, Pondering Wisdom of Rebuilding Anew","Phoenicia, N.Y., a hamlet in the Catskill Mountains, has been hit by three so-called 100-year floods since 1996, leading politicians and others to raise uncomfortable questions."
hurricane irene,2011-09-02T13:15:12Z,Ravenous | Thit Heo Kho,"In this new column, Monique Truong, author of ""The Book of Salt"" and ""Bitter in the Mouth,"" shares food stories and recipes from her kitchen table."
hurricane irene,2011-09-02T13:15:12Z,Ravenous | Thit Heo Kho,"In this new column, Monique Truong, author of ""The Book of Salt"" and ""Bitter in the Mouth,"" shares food stories and recipes from her kitchen table."
hurricane irene,2011-09-07T09:35:19Z,The Hudson Is Red (but It's Probably Not a Sign to Repent),Looking at the Hudson River and seeing red? Blame Tropical Storm Irene and the red clay from upstate river banks it has washed down.
hurricane irene,2011-09-02T14:10:47Z,Brooklyn No Longer Left Off Disaster List,Brooklyn had been the only New York City borough not to be approved for federal cleanup money -- until Friday.
hurricane irene,2011-09-01T16:43:20Z,"City to Release Documents in Police Shootings, Dropping Its Appeal","The material, involving 13 years of material related to roughly 850 shooting incidents, has been sought in court by the New York Civil Liberties Union. Also, Commissioner Kelly and Tropical Storm Irene."
hurricane irene,2011-09-02T00:00:00Z,Shoppers Shake Off August’s Woes for Back-to-School Buying,Some analysts said pent-up demand was the factor driving consumers to a variety of retail stores in August.
hurricane irene,2011-09-10T00:00:00Z,Obama Asks for $5.1 Billion in Disaster Aid,"President Obama formally asked Congress on Friday for $5.1 billion to cover the federal cost of the response to recent natural disasters, including the tornadoes in the Midwest and Hurricane Irene."
hurricane irene,2011-09-03T00:00:00Z,Where Storm Takes Food Off Tables,"Greenmarkets like Union Square’s are expected to suffer as a result of Tropical Storm Irene, which Gov. Andrew Cuomo said damaged 140,000 acres of New York farmland."
hurricane irene,2011-09-06T12:00:11Z,Drawing Dance: More From Mexico City,"The Brooklyn artist Kenneth E. Parris III is on tour with members of the Merce Cunningham Dance Company, documenting their two-year Legacy Tour."
hurricane irene,2011-09-06T12:00:11Z,Drawing Dance: More From Mexico City,"The Brooklyn artist Kenneth E. Parris III is on tour with members of the Merce Cunningham Dance Company, documenting their two-year Legacy Tour."
hurricane irene,2011-09-02T17:08:16Z,Cuomo Faults Utilities on Slow Return of Power on L.I.,"With 66,000 customers still lacking power as of Friday afternoon, the governor said that the Long Island Power Authority needed to put the screws to National Grid, which runs its electric system."
hurricane irene,2011-09-01T00:00:00Z,An Emergency Radio That Is Generous With Its Power,"Although it's a bit late for disaster preparedness gear, especially post-Irene, the Eton Axis ($70) may be a nice addition to your next hurricane party supply list.     The Axis is a combination radio, flashlight and charger. It has a built-in rec..."
hurricane irene,2011-09-08T11:38:09Z,Yankees Playing Orioles Under Overcast Skies,"After two long, wet games against the Orioles in 18 hours in New York, rain greeted the two teams for their makeup game in Baltimore."
hurricane irene,2011-09-16T00:00:00Z,Missouri: Flood Damage Dwarfs Repair Budget,"The Army Corps of Engineers estimates it will cost more than $2 billion to repair the damage to the nation’s levees, dams and riverbanks, dwarfing the $150 million it has to make such repairs."
hurricane irene,2011-09-01T01:19:40+0000,"Days After the Storm, Many Are Still in the Dark",One of the most frustrating and stubborn aftereffects of Tropical Storm Irene has been the inability to restore electricity to wide swaths of the Northeast.
hurricane irene,2011-09-08T11:38:09Z,Yankees Playing Orioles Under Overcast Skies,"After two long, wet games against the Orioles in 18 hours in New York, the Yankees traveled to Baltimore for a makeup game."
hurricane irene,2011-09-30T00:00:00Z,New Claims From Jobless Are Lowest in 5 Months,"In addition, the nation&#8217;s economic growth was slightly stronger in the second quarter than previously estimated, according to government reports released on Thursday"
hurricane irene,2011-09-03T00:00:00Z,Cuomo Suggests Replacing Energy Company,"Gov. Andrew M. Cuomo, acknowledging widespread dissatisfaction with extended power failures on Long Island after Tropical Storm Irene, suggested on Friday that the Long Island Power Authority should consider replacing the energy company it pays to..."
hurricane irene,2011-09-02T13:28:23Z,A Shorter Charlie Parker Festival Is Rescheduled,Hurricane Irene forced the organizers to cancel the two-day event last weekend.
hurricane irene,2011-09-13T00:00:00Z,"After Storm, Bloomberg Gains in Poll","Mayor Michael R. Bloomberg, buoyed by his handling of Tropical Storm Irene, is once again viewed favorably by a majority of New York City voters, according to a poll released Monday morning by Quinnipiac University.     By 54 percent to 35 percent..."
hurricane irene,2011-09-12T08:31:21Z,Poll Finds Bloomberg Weathering the Storms,"In a poll released Monday morning, New Yorkers gave the mayor high marks for handling Tropical Storm Irene and do not seem to have been bothered by his handling of the arrest of a deputy mayor. Mr. Bloomberg's approval numbers are 15 points higher..."
hurricane irene,2011-09-05T00:00:00Z,Charlie Parker Festival Is Rescheduled,"Postponed last weekend because of inclement weather, the Charlie Parker Jazz Festival will be pared back to one day with a smaller lineup later this month, the City Parks Foundation said on Thursday.     Hurricane Irene forced organizers to cancel..."
hurricane irene,2011-09-25T00:00:00Z,The Jersey Shore,"To the Editor: Regarding ''Snookie Slept Here. So Did I'' (Sept. 11), as a native New Jerseyan and year-round resident of the Jersey Shore, I take exception to the article.  "
hurricane irene,2011-09-02T13:36:24Z,StellaService Revises Airlines' Hurricane Grades,Some big airlines' response time to Twitter inquiries during Hurricane Irene were better than a survey initially reported.
hurricane irene,2011-09-02T00:00:00Z,A Birders' Bonanza Arrives on Southerly Gales,"While many residents in the New York region grabbed shovels, chain saws  and dehumidifiers in the wake of Tropical Storm Irene, another breed of New Yorker reflexively - and joyfully - reached for binoculars.     They are the serious birders, men ..."
hurricane irene,2011-09-03T00:00:00Z,Rain From Gulf Storm Expected to Cause Flooding,"The slow-moving storm, which is not expected to become a hurricane, has gathered moisture from the Gulf of Mexico."
hurricane irene,2011-09-03T00:00:00Z,Insurance In a Storm,"Hurricane Irene has many people thinking about flood insurance. Loretta Worters, vice president of the Insurance Information Institute, answered inquiries about flood protection policies.     Q.Does homeowners' insurance typically cover damage fro..."
hurricane irene,2011-09-20T13:05:33Z,Stop-Gap Bill Tied Up Over Disaster Aid Feud,The House and Senate are headed for a showdown over a short-term bill to fund the government because of a disagreement over disaster relief funding.
hurricane irene,2011-09-21T00:00:00Z,Dispute on Disaster Aid Threatens Bill to Avert Government Shutdown,1:59 p.m. | Updated  The House and Senate are headed for a showdown over a short-term bill to fund the government because of a disagreement over disaster relief funding.      While a plan to fund the government through November was expected to att...
hurricane irene,2011-09-14T15:23:38Z,Can Lightning Predict Hurricanes?,A company says that its networks of sensors for electrical activity can help agencies and utilities figure out in advance how severe a developing hurricane is likely to be.
hurricane irene,2011-09-14T15:23:38Z,Can Lightning Predict Hurricanes?,A company says that its networks of sensors for electrical activity can help agencies and utilities figure out in advance how severe a developing hurricane is likely to be.
hurricane irene,2011-09-19T18:10:20Z,From the Fire Hose: Fukushima Examined; Extreme Weather Probed,Scientists try to improve understanding of how a warming climate is affecting extreme weather.
hurricane irene,2011-09-17T18:00:23Z,Sunday: Don't!,Josh Knapp issues many a warning in today's puzzle.
hurricane irene,2011-09-17T18:00:23Z,Sunday: Don't!,Josh Knapp issues many a warning in today's puzzle.
hurricane irene,2011-09-02T23:19:07Z,Christie Says 'Get Back on the Beach' His Way,"Gov. Chris Christie of New Jersey wants visitors back on the state's beaches for Labor Day weekend, and he isn't shy about saying so."
hurricane irene,2011-09-02T23:19:07Z,Christie Says 'Get Back on the Beach' His Way,"Gov. Chris Christie of New Jersey wants visitors back on the state's beaches for Labor Day weekend, and he isn't shy about saying so."
hurricane irene,2011-09-01T06:00:55Z,"Buyer Beware, as Damaged Cars from Tropical Storm Irene May Soon Arrive on Dealer Lots",Damaged cars and trucks from cities and towns affected by the storm are likely to make their way to auto auctions across the country in coming weeks and months.
hurricane irene,2011-09-02T00:00:00Z,Reverie in Yellow,"It is almost impossible to resist the seduction of the passenger window in a taxi, the chance to gaze privately at the city sliding past."
hurricane irene,2011-09-08T21:21:41+0000,Empty Seats and Defeat for Yanks,Baltimore won in extra innings for the second day in a row when Robert Andino hit a run-scoring single off Scott Proctor in the bottom of the 10th.
hurricane irene,2011-09-15T00:00:00Z,On The Runway,"Marc Jacobs, citing production delays caused by Hurricane Irene, decided a couple of weeks ago to move his main collection show from its usual perch on Monday night to Thursday, at the end of Fashion Week. He instead showed his diffusion line, Mar..."
hurricane irene,2011-09-12T23:35:16Z,Marc Jacobs: Secondary Line in Prime Time,"Marc Jacobs moved his main collection from Monday to Thursday, and instead showed Marc by Marc Jacobs in the Monday night slot."
hurricane irene,2011-09-12T23:35:16Z,Marc Jacobs: Secondary Line in Prime Time,"Marc Jacobs moved his main collection from Monday to Thursday, and instead showed Marc by Marc Jacobs in the Monday night slot."
hurricane irene,2011-09-12T16:45:13Z,Back to School | Tatiana von Furstenberg's 'Tanner Hall',"A director talks about her coming-of-age boarding school drama, which stars Brie Larson, Amy Ferguson and Rooney Mara."
hurricane irene,2011-09-12T16:45:13Z,Back to School | Tatiana von Furstenberg's 'Tanner Hall',"A director talks about her coming-of-age boarding school drama, which stars Brie Larson, Amy Ferguson and Rooney Mara."
hurricane irene,2011-09-22T00:00:00Z,Art Deco Objects,"Guy Oliver, a London interior designer, shopped for pieces in the enduring 1920s style."
hurricane irene,2011-09-21T00:00:00Z,Home Building Sags Again,"August housing starts fell 5 percent from July, the Commerce Department said, to a level that is less than half of what economists say is consistent with healthy housing markets."
hurricane irene,2011-09-13T15:12:08Z,Senate Tries Again on Disaster Aid,A proposal would provide $5.1 billion more for the Federal Emergency Management Agency.
hurricane irene,2011-09-28T10:49:00Z,What We're Reading,A collection of links by the reporters and editors of the Dining section.
hurricane irene,2011-09-28T10:49:00Z,What We're Reading,A collection of links by the reporters and editors of the Dining section.
hurricane irene,2011-09-26T10:24:26Z,What We're Reading,A collection of links by the reporters and editors of the Dining section.
hurricane irene,2011-09-04T00:00:00Z,Changing With the News,"The CNN correspondent goes over her wardrobe choices for a busy week, Aug. 24 to 30."
hurricane irene,2011-09-05T00:00:00Z,Corrections: September 5,"Corrections appearing in print on September 5, 2011."
hurricane irene,2011-09-22T00:00:00Z,"U.S. Home Sales Rose in August, but Prices Fell","Existing-home sales rose more than expected to the fastest annual pace since March, as falling prices and low interest rates drew more buyers, a private report said."
hurricane irene,2011-09-02T14:40:54Z,Small Subtractions and Big Addition at Puck Building,"Something is missing atop the landmark Puck Building in Manhattan, but something bigger will come to the same spot."
hurricane irene,2011-09-28T00:00:00Z,Dining Calendar,"A Taste of Africa, with food and performances; the annual Chile Pepper Fiesta, at the Brooklyn Botanic Garden; and other food events in the region."
hurricane irene,2011-09-11T00:00:00Z,How Flooding Hurts Home Values,"Tropical Storm Irene did more than damage basements, brokers say. It has also hurt buyers’ confidence."
hurricane irene,2011-09-16T20:55:00Z,LV Change Takes Jacobs by Surprise,Fashion house turnover is in the headlines as a designer readies his spring collection.
hurricane irene,2011-09-10T00:00:00Z,Hooky-Playing Crowds and Strong Waves Energize Competition,"The waves may not have resembled those from the Banzai Pipeline, but they were big enough to energize the Quiksilver Pro New York."
hurricane irene,2011-09-26T10:24:26Z,What We're Reading,A collection of links by the reporters and editors of the Dining section.
hurricane irene,2011-09-08T06:00:52Z,The Early Word: The Roll Out,A review of the day in Washington.
hurricane irene,2011-09-08T06:00:52Z,The Early Word: The Roll Out,A review of the day in Washington.
hurricane irene,2011-09-14T00:00:00Z,Large Package of Disaster Aid Clears a Hurdle in the Senate,UPDATE 6:50 p.m.: The Senate on Tuesday cleared the way for consideration of a large aid package for communities and people affected by this summer's hurricanes and tornadoes by tucking $6.9 billion in new disaster aid into a Republican-sponsored ...
hurricane irene,2011-09-02T13:04:13Z,How to Know When the River is Rising,Looking for ways to cope with erratic weather patterns.
hurricane irene,2011-09-02T13:04:13Z,How to Know When the River is Rising,Looking for ways to cope with erratic weather patterns.
hurricane irene,2011-09-02T00:00:00Z,"Car Buyers Unfazed by Storms, Financial and Tropical, in August",General Motors said its sales in the United States rose 18 percent from August 2010; Ford sales increased 11 percent and Chrysler’s gained 31 percent.
hurricane irene,2011-09-03T00:00:00Z,Corrections: September 3,"Corrections appearing in print on September 3, 2011."
hurricane irene,2011-09-04T00:00:00Z,Buyer Beware: Wet Cars Coming,"Thousands of people are still cleaning up from Tropical Storm Irene, but the residual impact may be felt by people who didn't see a drop of rain over the weekend.     Damaged cars and trucks from cities and towns affected by the storm are likely t..."
hurricane irene,2011-09-14T00:00:00Z,"Amid the Deluge and the Drama, Dazzling Play","This never seemed like a normal tennis tournament, never felt like a normal Open. Instead, it marked the strangest tennis fortnight in recent memory."
hurricane irene,2011-09-06T10:30:49Z,What We're Reading,A collection of links by the reporters and editors of the Dining section.
hurricane irene,2011-09-06T10:30:49Z,What We're Reading,A collection of links by the reporters and editors of the Dining section.
hurricane irene,2011-09-04T00:00:00Z,The Package,"YESTERDAY, while riding the N train uptown, I started chatting with a young woman I knew to be a model. Of course she was: the elongated body, the strawberry-blond hair, the pale vague face.     You see them everywhere now, harbingers of Fashion W..."
hurricane irene,2011-09-05T00:00:00Z,Inside the Times,International     CABLES OFFER GLIMPSES  
hurricane irene,2011-09-01T00:00:00Z,Corrections: September 1,"Corrections appearing in print on September 1, 2011."
hurricane irene,2011-09-16T00:00:00Z,Good Time for Yanks’ Very Rare Day Off,"Thursday was the team’s last off day of the regular season, giving the players a day to recuperate before a three-game series in Toronto."
hurricane irene,2011-09-07T00:00:00Z,"Never Mind the Hour or the Rain, Yankees Defeat Orioles","With only one open date left in the season, the Yankees started Tuesday’s game after a four-hour delay."
hurricane irene,2011-09-11T00:00:00Z,Snooki Slept Here. So Did I.,"There’s the reality TV version of “Jersey Shore” and then there’s life without the quotation marks — quiet beaches, breezy porches and yes, beer and bikinis."
hurricane irene,2011-09-04T00:00:00Z,New York’s Big Break: Surfing Sees Opportunity,"Set to take place during a nearly two-week window, the Association of Surfing Professionals competition is a major coming-out for the burgeoning New York surf scene."
hurricane irene,2011-09-10T00:00:00Z,Third City in Three Days Brings Break in Clouds,After bumpy flights and rainy weather the Yankees finally see the sun at the beginning of their West Coast trip.
hurricane irene,2011-09-06T06:43:51Z,The Week Ahead in Congress: Returning From Recess to a Full Plate,There are times when it seems to Americans that Congress is doing nothing of substance. This fall is not going to be one of those times.
hurricane irene,2011-09-06T06:43:51Z,The Week Ahead in Congress: Returning From Recess to a Full Plate,There are times when it seems to Americans that Congress is doing nothing of substance. This fall is not going to be one of those times.
hurricane irene,2011-09-04T00:00:00Z,Corrections: September 4,"Corrections appearing in print on September 4, 2011."
hurricane irene,2011-09-02T13:55:04Z,The Package,"Yesterday morning I had called or emailed a number of designers: Narciso Rodriguez, Prabal Guring, Joseph Altuzarra. Hurricane Irene certainly caused disruptions."
